expid,peakid,year,season,host,route1,route2,route3,route4,nation,leaders,sponsor,success1,success2,success3,success4,ascent1,ascent2,ascent3,ascent4,claimed,disputed,countries,approach,bcdate,smtdate,smttime,smtdays,totdays,termdate,termreason,termnote,highpoint,traverse,ski,parapente,camps,rope,totmembers,smtmembers,mdeaths,tothired,smthired,hdeaths,nohired,o2used,o2none,o2climb,o2descent,o2sleep,o2medical,o2taken,o2unkwn,othersmts,campsites,accidents,achievment,agency,comrte,stdrte,primrte,primmem,primref,primid,chksum
EVER76301,EVER,1976,3,1,S Col-SE Ridge,,,,USA,Phillip R. Trimble,American Bicentennial Everest Expedition,TRUE,FALSE,FALSE,FALSE,22nd,,,,FALSE,FALSE,Netherlands,Khumbu Valley,1976/8/26,1976/10/8,1614,43,48,1976/10/13,1,,8850,FALSE,FALSE,FALSE,6,0,19,2,0,23,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,"BC(26/08),C1(02/09,5900m),C2(08/09,6480m),C3(10/09,7000m),C4(25/09,7470m),C5(01/10,7985m),C6(07/10,8380m),Smt(08/10)",,,,TRUE,TRUE,FALSE,FALSE,FALSE,,2445126
EVER77301,EVER,1977,3,1,S Col-SE Ridge,,,,S Korea,Kim Young-Do,Korean Everest Expedition,TRUE,FALSE,FALSE,FALSE,23rd,,,,FALSE,FALSE,,Khumbu Valley,1977/8/9,1977/9/15,1250,37,0,  -   -,1,,8850,FALSE,FALSE,FALSE,5,0,19,1,0,50,1,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,"BC(09/08,5400m),C1(16/08,6100m),C2(19/08,6450m),C3(26/08,7400m),C4(07/09,7980m),C5(08/09,8500m),Smt(15/09)",,,,TRUE,TRUE,FALSE,FALSE,FALSE,,2445469
EVER78102,EVER,1978,1,1,S Col-SE Ridge,,,,Austria,Wolfgang Nairz,,TRUE,FALSE,FALSE,FALSE,24th-27th,,,,FALSE,FALSE,"Italy, UK, W Germany",Khumbu Valley,1978/3/24,1978/5/3,0810,40,57,1978/5/20,1,,8850,FALSE,FALSE,FALSE,5,0,14,8,0,25,1,1,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,"BC(24/03,5340m),C1(02/04,6050m),C2(03/04,6400m),C3(13/04,7200m),C4(24/04,7980m),C5(02/05,8500m),Smt(03,08,11,14/05)",1 Sherpa died in icefall,1st ascent without oxygen (Messner and Habeler),,TRUE,TRUE,FALSE,FALSE,FALSE,,2445700
EVER78301,EVER,1978,3,1,S Col-SE Ridge,,,,W Germany,Karl M. Herrligkoffer,First German Mount Everest Expedition 1978,TRUE,FALSE,FALSE,FALSE,"28th,30th,31st",,,,FALSE,FALSE,"Poland, Switzerland",Khumbu Valley,1978/9/3,1978/10/14,1630,41,0,  -   -,1,,8850,FALSE,FALSE,FALSE,4,0,21,9,0,10,3,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,"BC(03/09,5400m),C1(02/09,6000m),C2(09/09,6500m),C3(18/09,7250m),C4(30/09,8000m),Smt(14,16-17/10)",,,,TRUE,TRUE,FALSE,FALSE,FALSE,,2445864
EVER78302,EVER,1978,3,1,S Col-SE Ridge,,,,France,Pierre Mazeaud,French Expedition to Mount Everest,TRUE,FALSE,FALSE,FALSE,29th,,,,FALSE,FALSE,"Austria, W Germany",Khumbu Valley,1978/8/29,1978/10/15,1335,47,0,  -   -,1,,8850,FALSE,TRUE,FALSE,5,0,18,4,0,21,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Permission for Lhotse (LHOT-783-02),"BC(29/08,5400m),C1(02/09,6000m),C2(09/09,6500m),C3(18/09,7050m),C4(27/09,7600m),C5(30/09,8000m),Smt(15/10)",,,,TRUE,TRUE,FALSE,FALSE,FALSE,,2445865
EVER79101,EVER,1979,1,1,Lho La-W Ridge up; N Face (Hornbein)-W Ridge down,,,,Yugoslavia,Tone Skarja,Yugoslavs on Everest,TRUE,FALSE,FALSE,FALSE,"32nd,33rd",,,,FALSE,FALSE,,Khumbu Valley,1979/3/28,1979/5/13,1351,46,54,1979/5/21,1,,8850,FALSE,FALSE,FALSE,5,0,31,4,0,20,1,1,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Climbed Khumbutse (KHUM-791-01) by Franc Knez,"BC(28/03,5350m),C1(06/04,6050m),C2(14/04,6770m),C3(18/04,7170m),C4(27/04,7550m),C5(02/05,8100m),Smt(13,15/05)",Ang Phu Sherpa fell to death on descent,,,FALSE,FALSE,FALSE,FALSE,FALSE,,2446076
EVER79301,EVER,1979,3,1,S Col-SE Ridge,,,,W Germany,Gerhard Schmatz,Swabian Mount Everest Expedition,TRUE,FALSE,FALSE,FALSE,"34th,35th",,,,FALSE,FALSE,"New Zealand, Switzerland, USA",Khumbu Valley,1979/8/25,1979/10/1,1400,37,0,  -   -,1,,8850,FALSE,FALSE,FALSE,4,0,9,8,2,20,5,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,"BC(25/08,5400m),C1(04/09,6000m),C2(07/09,6500m),C3(12/09,7200m),C4(24/09,8000m),Smt(01-02/10)",Hannalore Schmatz and Genet died on descent from exposure,Gerhard Schmatz oldest summiter to date (50 yrs),,TRUE,TRUE,FALSE,FALSE,FALSE,,2446217
EVER79401,EVER,1979,4,1,S Col-SE Ridge,,,,Poland,Andrzej Zawada,Polish National Everest Expedition,TRUE,FALSE,FALSE,FALSE,36th,,,,FALSE,FALSE,,Khumbu Valley,1979/12/31,1980/2/17,1430,48,51,1980/2/20,1,,8850,FALSE,FALSE,FALSE,4,0,20,2,0,6,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,"BC(31/12,5360m),C1(08/01,6050m),C2(09/01,6500m),C3(15/01,7150m),C4(11/02,7960m),Smt(17/02)",,,,TRUE,TRUE,FALSE,FALSE,FALSE,,2446356
EVER80101,EVER,1980,1,1,S Col-SE Ridge,,,,Spain,Juan Ignacio Lorente Zugaza,Basque Expedition to Everest 1980,TRUE,FALSE,FALSE,FALSE,39th,,,,FALSE,FALSE,,Lukla->Khumbu Valley,1980/3/20,1980/5/14,1530,55,62,1980/5/21,1,,8850,FALSE,FALSE,FALSE,4,0,12,1,0,35,1,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,,"BC(20/03,5400m),C1(05/04,6100m),C2(07/04,6500m),C3(17/04,7360m),C4(19/04,8000m),Smt(14/05)",1 Sherpa injured in Icefall brought to KTM,,,TRUE,TRUE,FALSE,FALSE,FALSE,,2446444
EVER80102,EVER,1980,1,1,S Pillar-SE Ridge,,,,Poland,Andrzej Zawada,Polish Mt. Everest Expedition 1980,TRUE,FALSE,FALSE,FALSE,40th,,,,FALSE,FALSE,,Khumbu Valley,1980/3/25,1980/5/19,1600,55,60,1980/5/24,1,,8850,FALSE,FALSE,FALSE,5,0,16,2,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,"BC(25/03,5360m),C1(6050m),C2(6500m),C3(07/04,7200m),C4(28/04,8050m),C5(14/05,8300m),Smt(19/05)",,,,FALSE,FALSE,FALSE,FALSE,FALSE,,2446449
EVER80103,EVER,1980,1,2,N Col-NE Ridge,N Face (Japanese & Hornbein Couloirs),,,Japan,Hyoriki Watanabe,Japanese Alpine Club (JAC),TRUE,TRUE,FALSE,FALSE,37th,38th,,,FALSE,FALSE,,Lhasa->BC,1980/3/5,1980/5/3,1655,59,0,  -   -,1,,8850,FALSE,FALSE,FALSE,7,0,27,3,1,22,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,"Smt(03,10/05) (See Route Details)",Akira Ube died in avalanche,,,FALSE,FALSE,FALSE,FALSE,FALSE,,2446433
EVER80201,EVER,1980,2,2,N Col-N Ridge-N Face,,,,Italy,Reinhold Messner,,TRUE,FALSE,FALSE,FALSE,41st,,,,FALSE,FALSE,Canada,Lhasa->Rongbuk,1980/7/4,1980/8/20,1300,47,56,1980/8/29,1,,8850,FALSE,FALSE,FALSE,1,0,2,1,0,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"BC(04/07,5100m),ABC(14/07,6500m),Biv1(18/08,7800m),Biv2(19/08,8200m),Smt(20/08),Biv3(20/08,8200m)",,1st solo ascent,,TRUE,TRUE,FALSE,FALSE,FALSE,,2446542
EVER81301,EVER,1981,3,1,S Pillar-SE Ridge,,,,USA,John B. West,American Medical Research Expedition to Everest (AMREE),TRUE,FALSE,FALSE,FALSE,"42nd,43rd",,,,FALSE,FALSE,"Canada, India, Italy, UK",,1981/8/30,1981/10/21,1129,52,62,1981/10/31,1,,8850,FALSE,FALSE,FALSE,5,0,21,3,0,5,2,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,"BC(30/08,5400m),C1(12/09,6100m),C2(15/09,6400m),C3(24/09,7250m),C4(04/10,7530m),C5(11/10,8050m),Smt(21,24/10)",,,Mountain Travel,FALSE,FALSE,FALSE,FALSE,FALSE,,2446970
EVER82101,EVER,1982,1,1,SW Face rib-W Ridge,,,,USSR,Evgeny Tamm,First Soviet Mountaineering Expedition to Sagarmatha,TRUE,FALSE,FALSE,FALSE,44th-48th,,,,FALSE,FALSE,,,1982/3/26,1982/5/4,1435,39,50,1982/5/15,1,,8850,FALSE,FALSE,FALSE,5,0,27,11,0,15,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,"BC(26/03,5300m),C1(22/03,6500m),C2(01/04,7350m),C3(10/04,7850m),C4(20/04,8250m),C5(03/05,8500m),Smt(04-05,08-09/05)",,,,FALSE,FALSE,FALSE,FALSE,FALSE,,2447166
EVER82302,EVER,1982,3,1,S Col-SE Ridge,,,,Canada,William (Bill) March,1982 Canadian Mt Everest Expedition,TRUE,FALSE,FALSE,FALSE,"49th,50th",,,,FALSE,FALSE,"UK, W Germany",Khumbu Valley,1982/8/16,1982/10/5,0930,50,0,  -   -,1,,8850,FALSE,FALSE,FALSE,4,0,22,2,1,29,4,3,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,"BC(16/08,5200m),C1(16/09,6060m),C2(22/09,6500m),C3(28/09,7200m),C4(04/10,8000m),Smt(05,07/10)",Griffiths and 3 Sherpas killed in Khumbu Icefall,,,TRUE,TRUE,FALSE,FALSE,FALSE,,2447320
EVER82402,EVER,1982,4,1,S Col-SE Ridge,,,,Japan,Yasuo Kato,Yasuo Kato Winter Everest 1982,TRUE,FALSE,FALSE,FALSE,51st,,,,FALSE,FALSE,,Khumbu Valley,1982/12/3,1982/12/27,1555,24,29,1983/1/1,1,,8850,FALSE,FALSE,FALSE,0,0,7,1,2,4,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,"BC(03/12,5350m),C1(08/12,6000m),C2(13/12,6650m),C3(18/12,7400m),C4(22/12,7900m),Smt(27/12)",,,,TRUE,TRUE,FALSE,FALSE,FALSE,,2447403
EVER83102,EVER,1983,1,1,S Col-SE Ridge,,,,USA,Gerhard Lenser,German-American Sagarmatha Everest 1983,TRUE,FALSE,FALSE,FALSE,"52nd,53rd",,,,FALSE,FALSE,"Nepal, W Germany",Khumbu Valley,1983/4/1,1983/5/7,1600,36,55,1983/5/26,1,,8850,FALSE,FALSE,FALSE,0,0,16,6,0,22,2,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,"BC(01/04,5395m),C1(17/04,5900m),C2(21/04,6490m),C3(29/04,7315m),C4(06/05,7995m),C5(8380m),Smt(07,14/05)",Hixson apparently had stroke leaving S Col in descent and seriously affected; Nielson and Jamieson frostbite,,,TRUE,TRUE,FALSE,FALSE,FALSE,,2447535
EVER83304,EVER,1983,3,2,E Face,,,,USA,James Morrissey,,TRUE,FALSE,FALSE,FALSE,"54th,57th",,,,FALSE,FALSE,Canada,,1983/8/26,1983/10/8,1445,43,52,1983/10/17,1,,8850,FALSE,FALSE,FALSE,5,0,17,6,0,6,0,0,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,"BC(26/08,5240m),C1(01/09,5335m),C2(20/09,6250m),C3(25/09,6700m),C4(01/10,7160m),C5(07/10,8000m),Smt(08-09/10)",None except some illness,,,FALSE,FALSE,FALSE,FALSE,FALSE,,2447689
EVER83305,EVER,1983,3,1,S Pillar-SE Ridge,,,,Japan,Haruichi Kawamura,Sangaku Doshikai Autumn 1983 Everest Expedition,TRUE,FALSE,FALSE,FALSE,55th,,,,FALSE,FALSE,,,1983/9/5,1983/10/8,1630,33,0,  -   -,1,,8850,FALSE,FALSE,FALSE,0,0,5,2,0,10,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"BC(05/09,5300m),C1(13/09,6200m),C2(15/09,6400m),C3(24/09,7300m),C4(30/09,7950m),Smt(08/10)",,,,FALSE,FALSE,FALSE,FALSE,FALSE,,2447689
EVER83306,EVER,1983,3,1,S Col-SE Ridge,,,,Japan,Hiroshi Yoshino,Yeti Dojin Autumn 1983 Everest Expedition,TRUE,FALSE,FALSE,FALSE,56th,,,,FALSE,FALSE,,,1983/9/10,1983/10/8,1630,28,0,  -   -,1,,8850,FALSE,FALSE,FALSE,0,0,5,3,2,2,0,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,"BC(10/09,5300m),C1(19/09,6100m),C2(23/09,6400m),C3(26/09,7500m),C4(07/10,7980m),Smt(08/10)",Two fatalities in descent from summit,,,TRUE,TRUE,FALSE,FALSE,FALSE,,2447689
EVER83401,EVER,1983,4,1,S Col-SE Ridge,,,,Japan,Kazuyuki Takahashi,Kazuyuki Takahashi Winter 1983 Everest Expedition,TRUE,FALSE,FALSE,FALSE,58th,,,,FALSE,FALSE,,,1983/11/20,1983/12/16,0800,26,0,  -   -,1,,8850,FALSE,FALSE,FALSE,4,0,10,3,0,9,1,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Climbed Lhotse (LHOT-833-01),"BC(20/11,5300m),C1(01/12,6100m),C2(03/12,6400m),C3(08/12,7400m),C4(13/12,8000m),Smt(16/12)",,,Express,TRUE,TRUE,FALSE,FALSE,FALSE,,2447758
EVER84102,EVER,1984,1,1,S Col-SE Ridge,,,,India,Darshan Kumar Khullar,Darshan Kumar Khullar Spring 1984 Everest Expedition,TRUE,FALSE,FALSE,FALSE,"62nd,63rd",,,,FALSE,FALSE,,Khumbu Valley,1984/3/16,1984/5/9,1230,54,72,1984/5/27,1,,8850,FALSE,FALSE,FALSE,5,0,24,4,0,40,1,2,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,"BC(16/03,5350m),C1(05/04,6095m),C2.ABC(09/04,6585m),C3(12/04,7315m),C4(29/04,7985m),C5(08/05,8475m),Smt(09,23/05)","Avalanche iceblocks of May 15-16 midnight buried C3, 3 members and 7 Sherpas seriously injured; Rekha Sharma fell across in icefall; Sherpa killed in avalanche on Lho La",,,TRUE,TRUE,FALSE,FALSE,FALSE,,2447949
EVER84103,EVER,1984,1,1,Lho La-W Ridge,Lho La-W Ridge up; SE Ridge-S Col down,,,Bulgaria,Avram Iliev Avramov,Avram Iliev Avramov Spring 1984 Everest Expedition,TRUE,TRUE,FALSE,FALSE,59th,"60th,61st",,,FALSE,FALSE,,,1984/3/18,1984/4/20,1815,33,52,1984/5/9,1,,8850,TRUE,FALSE,FALSE,5,0,24,5,1,9,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,"BC(18/03,5350m),C1(21/03,6050m),C2(27/03,6770m),C3(05/04,7170m),C4(11/04,7520m),C5(19/04,8120m),Smt(20/04,08-09/05)",Prodanov death at 8600m; Yankov frostbitten fingers; 1 member hit by falling empty oxygen bottle in Apr; Savov frostbitten toes,,,FALSE,FALSE,FALSE,FALSE,FALSE,,2447930
EVER84301,EVER,1984,3,2,N Face (Great Couloir),,,,Australia,Geoffrey Bartram,,TRUE,FALSE,FALSE,FALSE,64th,,,,FALSE,FALSE,"UK, USA",,1984/8/2,1984/10/3,2015,62,65,1984/10/6,1,,8850,FALSE,FALSE,FALSE,4,0,9,2,0,2,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Climbed Changtse illegally (by two members)?,"BC(02/08,5200m),C1(21/08,5800m),C2(14/09,6900m),C3(01/10,7500m),C4(02/10,8150m),Smt(03/10)",Avalanche destroyed first attempt at C2 at 6200m; Bartram slight cerebral edema; Henderson badly frostbitten hands,,,FALSE,FALSE,FALSE,FALSE,FALSE,,2448096
EVER84303,EVER,1984,3,2,N Col-N Face (Great Couloir),,,,USA,Lou Whittaker,,TRUE,FALSE,FALSE,FALSE,67th,,,,FALSE,FALSE,,Lhasa->Rongbuk Glacier,1984/8/20,1984/10/20,1545,61,63,1984/10/22,1,,8850,FALSE,FALSE,FALSE,6,0,12,1,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,"BC(20/08,5150m),C1,C2,C3.ABC(6400m),C4(15/09,7000m),C5A(20/09,7590m),C5B(17/10,7560m),C6(18/10,8100m),Smt(20/10)",Wilson cracked rib from coughing; Lou Whittaker eye injury from wind,,,FALSE,FALSE,FALSE,FALSE,FALSE,,2448113
EVER84306,EVER,1984,3,1,S Pillar up; SE Ridge-S Col down,,,,Czechoslovakia,Frantisek Kele,Expedition Himalaya 1984 Sagarmatha,TRUE,FALSE,FALSE,FALSE,66th,,,,FALSE,FALSE,,Khumbu Valley,1984/9/6,1984/10/15,1515,39,45,1984/10/21,1,,8850,FALSE,FALSE,FALSE,5,0,21,2,1,9,1,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,"BC(06/09,5350m),C1(09/09,6050m),C2(12/09,6400m),C3(22/09,7300m),C4(02/10,8050m),C5(14/10,8300m),Smt(15/10)",Orolin had blood clot in groin while in C3 late Sep (stayed at BC rest of climb); Psotka died in fall on night of Oct 15-16,,,FALSE,FALSE,FALSE,FALSE,FALSE,,2448108
EVER85102,EVER,1985,1,1,S Col-SE Ridge,,,,Norway,Arne Naess,Arne Naess Spring 1985 Everest Expedition,TRUE,FALSE,FALSE,FALSE,68th-70th,,,,FALSE,FALSE,"Sweden, UK, USA",,1985/3/14,1985/4/21,0930,38,47,1985/4/30,1,,8850,FALSE,FALSE,FALSE,4,0,14,9,0,22,8,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,"BC(14/03,5400m),C1(25/03,6100m),C2(31/03,6400m),C3(07/04,7300m),C4(18/04,8000m),Smt(21,29-30/04)",Unoccupied tents at C3 and again at C2 blown away,,,TRUE,TRUE,FALSE,FALSE,FALSE,,2448297
